 1/2" NPT/M20x1,5
A=45 B=24
A=45 B=35
A=45,5 B=42
A=45/ B=15/ C=102/ D=16/ E=1,5
A=45/B=0/C=0/D=0/E=1,5
A=45/B=0/C=0/D=0/E=1,5mm
A=45/B=15/C=130/D=16/E=1,5
A=45/B=16,5/C=102/D=16/E=1,5
A=45/B=16/C=134/D=27/E=1,5
A=45/B=19/C=105/D=16/E=1,5mm
A=45/B=19/C=130/D=16/E=1,5
A=45/B=27,5/C=114/D=15/E=1,5mm
A=45/B=30/C=114/D=12/E=1,5
A=45/B=31,5/C=114/D=15/E=1,5mm
A=45/B=33/C=102/D=35/E=1,5
A=45/B=47/C=60/D=15/E=1,5
A=45/B=48,5/C=14/A1=50/B1=53,5
A=45; B=0; C=0; D=0; E=1,5
A=45; B=40; C=114; D=10;
A=450 B=100
A=45mm/B=65/C=114/D=15/E=1,5mm
A=45mm; B=0; C=0; D=0; E=1,5mm
A=46/B=0/C=0/D=0/E=1,5mm
A=47(-0,1)/ØB=60/ØC=45(+0,1)
A=47/B=17/C=57,5/D=10/E=1,5mm
A=47; B=0; C=0; D=0; E=1,5
A=47; B=33; C=58; D=10; E=1,5
A=47;B=18;C=74,5;D=10;E=1,5
A=475 B=55
A=48 B=18
A=48 B=31
A=48/B=150/C=185/D=100
A=480
A=480 B=65
A=49,00 B=69,00
A=5(-0,1)/ØB=50/ØC=40(+0,1)
A=5,3   B=8,5
A=5/8"UNC/B=110/C=2,00
A=5/8"UNC/B=130/C=2,00
A=50 B=20
A=50 B=25
A=50 B=28
A=50 B=30
A=50 B=40
A=50,0 B=36,0
A=50,00 B=36,00
A=50,00 B=42,00
A=50,00/B=25,00/E=0,5
A=50,5/B=150/C=15,87/ØD=9mm
A=50,8 B=34,5
A=50/B=25/E=0,5mm
A=50/B=39,5/C=185/D=35/E=1,5
A=50/B=63/C=202/D=20/E=1,5
A=500 B=65
A=52,0 B=40,0
A=52,00 B=100,00
A=52,00 B=40,00
A=52,00 B=52,00
A=52/B=0/C=0/D=0/E=1,5
A=52/B=40/E=0,5
A=520; B=152,4
A=53 B=33
A=533,00 B=450,00
A=543,0mm
A=549,0mm
A=55/B=0/C=0/D=0/E=1,5/F=43
A=55/B=0/C=0/D=0/E=1,5/F=62
A=55/B=38/C=10/D=41/E=20mm
A=55/B=57/C=297/ D=25/E=1,5
A=55/B=78/C=129/D=15/E=1,5mm
A=57 B=33
A=57/B=48/C=182,5/D=10m/E=1,5m
A=57; B=48; C=169; D=10; E=1,5mm
A=57;B=35;C=169;D=15;E=1,5mm
A=57;B=38;C=169;D=15;E=1,5
A=57mm; B=0; C=0; D=0; E=1,5mm
A=59 B=55
A=60 B=30
A=60 B=38
A=60 B=45
A=60 B=75 C=115 D=40
A=60,00 B=30,00
A=60,00 B=50,00
A=60,00 B=60,00
A=60/B=0/C=0/D=0/E=1,5/F=198
A=60/B=0/C=0/D=0/E=1,5/F=198/
A=60/B=0/C=0°/C1=0/D=0/E=1,5
A=60/B=18/C=25°/C1=79/D=25/E=1,5
A=60/B=20/C=66°/C1=41/ D=30/
A=60/B=41/C=151/D=35/E=1,5mm
A=60/B=60,5/C=151/D= 25/E=1,5
A=60/B=64/C=18/A1=60/B1=64/C1=18
A=60;B=15,5;C=151;D=35; E=1,5
A=60;B=41;C=151;D=25;E=1,5
A=600 B=70
A=611,0mm
A=62(-0,1)/B=Ø130/C=Ø100,1(+0,1)
A=62/B=0/C=0/D=0/E=1,5
A=62/B=35,5/C=184/D=15/E=1,5
A=62/B=37/C=184/D=20/E=1,5
A=62/B=46,5/C=184/D=10/E=1,5
A=62/B=46,5/C=184/D=10/E=1,5mm
A=62mm/B=0/C=0/D=0/E=1,5
A=63 B=33
A=630; B=120
A=64/B=0/C=0/D=0/E=1,5mm
A=64/B=40/C=39/D=24/M12x1/2"NPT
A=641,00mm
A=65,10 B=55,00
A=65,10/B=55/E=0,5mm/bend 20°
A=65/B=0/C=0/D=0/E=1,5mm
A=65/B=26/C=99/C1=125/D=12/E=1,5
A=65/B=69/C=171,6/D=20/E=1,5
A=65/B=69/C=171,6/D=20E=1,5
A=65/B=75/C=210,6/D=20/E=1,5
A=65;B=45;C=45;D=45;E=Ø22/Form A
A=650,5mm
A=65mm/B=0/C=0/C1=0/D=0/E=1,5mm
A=661,0mm
A=67 B=45
A=670 B=48
A=670 B=75
A=68/B=26/C=111/D= 10/E=1,5
A=68/B=26/C=111/D=10/E=1,5
A=68/B=35/C=111/D=10/E=1,5
A=68/B=45/C=111/D=10/E=1,5
A=68; B=0; C=0; D=0; E=1,5
A=68;B=0;C=0;D=0;E=1,5
A=694,0mm
A=70 B=42
A=70 B=53
A=70 B=55
A=70,00/B=30,00/E=0,5mm
A=70/B=29/C=111/D=12/E=1,5mm
A=70/B=45,5/C=216/D=20/E=1,5mm
A=70/B=75/C=216/D=20/E=1,5mm
A=70/B=77/C=216/D=20/E=1,5mm
A=70;B=0;C=0; D=0;E=1,5
A=700mm/B=380mm/L=617mm
A=70mm/B=0/C=0/D=0/E=1,5
A=73 B=49,5 C=2
A=73.03 B=3.05
A=733; B=152,4
A=75 B=3
A=75 B=40
A=750 B=130
A=750,0mm
A=76 B=65
A=76,4/B=7,2/C=15/D=20/E=1,5
A=78,00 B=46,00
A=78,00/B=46,00/E=0,5mm
A=8/B=15/C=43/D=20/E=1,5
A=80 B=50
A=80.5,B=70.1, C=25
A=80/B=48/C=14/D=51,5/E=20mm
A=81/B=50,80/C=6,35/R=162mm
A=82 B=65
A=83/B=0/C=0/D=0/ E=1,5
A=83/B=0/C=0/D=0/E=1,5
A=83/B=30/C=129/D=15/E=1,5
A=83/B=31/C=139/D=15/E=1,5mm
A=83/B=35/C=129/D=25/E=1,5
A=83/B=50/C=139/D=10/E=1,5
A=83/B=60/C=129/D=10/E=1,5
A=83;B=49;C=129;D=10;E=1,5
A=84/B=13/C=124/D=Ø25/E=1,5/F=70
A=85 B=34
A=85 B=45
A=85/B=32,5/C=139/D=16/E=1,5
A=85/B=70/C=6,6/C-105 DIN42677
A=87.5 B=79.5
a=9,0, b=17,5
A=90 / A1=80 / B=60 / C=1,5mm
A=90 / B=60 / C=1,5mm
A=90 B=50
A=90,0 B=100,0
A=90,00/B=70,00/E=0,5mm
A=90/A1=80/B=35/C=1,5mm
A=90/B=50/C=1,5
A=900 B=120
A=92,1 B=61,9
A=95 B=90
A=97 B=55
A=970,5mm
A=978 B=1006
A=99 B=65
A=M12/B=80/C=0,5/
A=M16/B=40/C=200/D=24/E=11/F=55
A=M30/B=190/C=3
A=M30/B=210/C=3
A=M30/B=220/C=3
A=M30/B=235/C=3
A=M30/B=240/C=3
A=M36/B=280/C=3
A=M8/B=80/C=0,5
A1/4"x1/4"x31,75/
A-10/13,5x1,0mm
A-10/16 x 1,0mm
A100° u-size
A100°U-size/Ød=72,70/ØD=105,00
A10x8x13
a11
A12*8*36
A12/B=12/C=20.1
A-14/18x1,5
A14x9x75
A16
A27.5/B86/C65.1
A2X-C-M04-42-C2-30#-G
A-2Z/C3MT33/f.ATEX drive head
A30
A36x20x200
A40° u-size
A40°U-size/Ød=73,15/ØD=105,50
A40º u-size/d=99,5/D=139,5/e=20
A5MM
A60° u-size
A-60° u-size
A8*11.5
A80° u-size
A80°U-size/report-certificat. EN
A8x7x32
AAW1
AB #836P-D2NMGB10PA-D4
AB STRATIX 2000
ABB/BALDOR BEARING 6206
ABB/BALDOR BEARING 6309
AC 115x150x12
AC 165x190x15
AC 180x210x15
AC 200x230x15
AC 35x47x7
AC 35x47x7mm
AC 50x65x10mm
AC 75x95x10mm
AC 85x105x10mm
acc. ASME B16.5/4"/300/RF
acc. ASME B16.5/6"/150/FF
acc. drawing 4904232
ACC. TO DRAWING
acc.to ANSI B-16.1 125LBS
acc.to ANSI B16.1-125LBS
acc.to ANSI/B-16.1/125LBS
ADAPT. RUPT. DISC SIZE 3" (DN80)
Adapter 1/2" NPT
ADJ FREQ 7.5HP 3/230/460V
ADJUSTABLE C
adjustable PCP/frame 160L-225S/M
A-ENDBELL BG180/300S 6312 NM
ALIPHATIC ACRYLIC POLYURETHANE
also used at pump 3NS-/16H4-
also used at pump bearing 4
also used at pump bearing 6
ALUMINUM
AM182 I=1:9.66
Anschluß G1/2"NPT
Ansi 1 1/4-CL150
ANSI 1"/B16.5/150/FF/1 drain
ANSI 1"/B16.5/600PSI/RF/3 drains
ANSI 2" CL150 FF SET PRE.0-6BAR
ANSI 2" TO 1"
ANSI 2"/B16.5/150/FF
ANSI 2,5" CL150
ANSI 2.1/2"/300PSI/USA
ANSI 3" B16.5 150PSI FF SLIP ON
ANSI 3" CL150 FF SET PRE.0-6BAR
ANSI 3",150PSI;
ANSI 3"/B16.5/150/RF/special
ANSI 3"/B16.5/150PSI/FF
ANSI 3"-150# RF
Ansi 3-CL150
Ansi 4-CL150 FF
Ansi 4-CL250
Ansi 4-CL300 FF
ANSI 6" 125 LBS
ANSI 6"/125 PSI
Ansi 6-CL150
Ansi 6-CL150; LW350x350
Ansi 6-CL300 FF
ANSI 8"B16.5/300LBS/RF/(SLIP-ON)
ANSI B 16.5/600 PSI/4"RF.
ANSI B-16.1 125LBS
ANSI B16.1 125PSI 2.1/2" FF
ANSI B16.1 125PSI 3" FF
ANSI B16.1 125PSI 6" FF
ANSI B-16.1 250LBS DN 3"
ANSI B16.1/125/FF/DN5"/special
ANSI B16.1/125PSI/6"/FF/1 drain
ANSI B16.1/150PSI/4"/FF/welded
ANSI B16.1/250LBS
ANSI B16.5 150LBS FF
ANSI B16.5 150PSI 2.1/2"FF
ANSI B16.5 150PSI 4" FF SLIP ON
ANSI B16.5 150PSI 4"RF/3 Drains
ANSI B16.5 150PSI 6" FF Slip On
ANSI B16.5 150PSI 8" FF
ANSI B16.5 300 PSI 4" RF/special
ANSI B16.5 300 PSI 6" FF
ANSI B16.5 300 PSI 6" FF/special
ANSI B16.5 300PSI 2" RF/special
ANSI B16.5 300PSI 3"RF/Slip On
ANSI B16.5 600PSI 2.1/2"RF
ANSI B16.5 900PSI 2.1/2"RF
ANSI B16.5 DN8/300LBS/FF SOW
ANSI B16.5 DN8/300LBS/RF/SOW
ANSI B16.5(SOW) 150LBS DN4 RF
ANSI B16.5/1.1/4"/150 PSI/RF
ANSI B16.5/150 PSI 6"/FF
ANSI B16.5/150#/DN 2.1/2"/RF
ANSI B16.5/150#/RF/SOW/special
ANSI B16.5/150/2"/FF/MF
ANSI B16.5/150/2"/RF/MF/special
ANSI B16.5/150/3"/RF/special
ANSI B16.5/150/4"/FF/3 drains
ANSI B16.5/150/4"/FF/MF/special
ANSI B16.5/150/4"/FF/special
ANSI B16.5/150/4"/RF/MF/special
ANSI B16.5/150/4"/RF/special
ANSI B16.5/150/8"/FF
ANSI B16.5/150/DN3"/RF/3 drains
ANSI B16.5/150/FF/F.VALVE DN100
ANSI B16.5/150/RF/DN3/3D/special
ANSI B16.5/150/RF/SOW/3D/special
ANSI B16.5/150F/DN3"/RF
ANSI B16.5/150LBS
ANSI B16.5/150LBS/4"/FF
ANSI B16.5/150LBS/DN 6"/type FF
ANSI B16.5/150LBS/FF
ANSI B16.5/150LBS/FF/DN6-SLIP ON
ANSI B16.5/150LBS/RF/special
ANSI B16.5/150PSI/2"/RF
ANSI B16.5/150PSI/2.1/2"/FF
ANSI B16.5/150PSI/3"/FF
ANSI B16.5/150PSI/6"/FF/special
ANSI B16.5/150PSI/6"/RF/special
ANSI B16.5/150PSI/8"/FF/special
ANSI B16.5/150PSI/8"/RF/3 drains
ANSI B16.5/150PSI/8"/RF/especial
ANSI B16.5/15LBSI/6"/DN6RF/spe.
ANSI B16.5/300#/RF/DN3"
ANSI B16.5/300/4"/RF/special
ANSI B16.5/300/FF/DN3
ANSI B16.5/300/FF/DN6-SLIP ON
ANSI B16.5/300/RF/4"/special
ANSI B16.5/300/RF/SOW/3 drains
ANSI B16.5/300LBS/3"/RF/SLIP ON
ANSI B16.5/300LBS/6"/FF
ANSI B16.5/300LBS/6"/RF
ANSI B16.5/300LBS/8"/RF/special
ANSI B16.5/300LBS/RF/4"
ANSI B16.5/300LBS/RF/NPS4/SLIPON
ANSI B16.5/300PSI/6"/RF
ANSI B16.5/300PSI/8"/RF/special
ANSI B16.5/6"/150/RF/G=M20
ANSI B16.5/600/3"/RF
ANSI B16.5/600lbs/RF/6"/special
ANSI B16.5/DN50/300/RF
ANSI B16.5; 150 LBS
ANSI B16.5-150/LBS/FF/G=3/4" BSP
ANSI DN 1"/B16.5/150 PSI/FF
ANSI DN 2.1/2" PN 125 PSI
ANSI DN 6" 125LBS/ 1" BSP
ANSI DN 6"/125LBS
ANSI DN125/B16.1/125LBS/FF
ANSI DN8"/B16.1/125PSI/FF
ANSI/B16.5/300LBS/6"/RF/special
ANSI1"/B16.5/150PSI/FF
ANSI1"/B16.5/150PSI/FF/3drains
ANSI2.1/2",150 PSI RF/ 3 drains
ANSI6" B16.5/150/RF
ANSI6"/150/FFxInt.Thread 6"NPT
ANSI-B16.1/DN 3"/250 PSI/RF/USA
ANSIB16.5 150PSI 12" Square
ANSIB16.5/150LBS/RF/DN6"/special
ANSIB16.5/150PSI/3"/RF/03drain
ANSIB16.5/300LBS/RF/DN3/standard
AP114
API 01/61
API 01/61/f.shaft Ø55/E4908-0002
API 11-AX/tubing 3.1/2"-special
API 3 1/8" 2000 psi
API 3 1/8" 3000 psi
API 5B 2.3/8"x10-NU
API 5B 2.7/8"-EU
API 5B 2.7/8"x2.7/8"x8-EU (F)
API 5B 2.7/8"x8-EU
API 5B 3.1/2"EU(F) x 3.1/2"EU(F)
API 5B 3.1/2"EU(F)x2.7/8"NU(M)
API 5B 3.1/2"x8-EU
API 5B 3.1/2"x8-EU/special
API 5B R 4"x8-NU /L:2440mm
API 5B R 4.1/2"NU/spec.slotted
API5B 2.7/8"x8-EU(MXM)
API5B 4"x8-NU(F)/4.1/2"x8-NU(F)
API5B 4.1/2"NU(F)x4.1/2"VAM T(F)
API676
APITEX-065-T00P-BR001A1
AS 100*130*12
AS 40x85x10
AS 45*62*8
AS 55*72*10
AS 65x85x10
AS 90*12*12
as per WN0103F1
ASCO 8262H022 120/60, 110/50 AC
ASHCROFT 1008AL 0/160 PSI
ASHCROFT 25-1009SQ-02L-0/30-PSI
ASME 3/B16.5/#300/RF/MSS-SP6
ASME B16.1/#125/NPS 3"/FF
ASME B16.42 / RF #150
ASME B16.5 /#150/RF/NPS 3
ASME B16.5 /150/RF/NPS10/special
ASME B-16.5 2"/#600/RF
ASME B16.5 600PSI RF/special
ASME B16.5 CL300FF Slip On weld.
ASME B16.5 NPS6" #150RF/3 Drains
ASME B16.5/#150/FF Slip on/NPS4
ASME B16.5/#150/FF/NPS4"/slip on
ASME B16.5/#150/FF/NPS6
ASME B16.5/#150/RF/NPS 2.1/2"
ASME B16.5/#300/FF/NPS 3
ASME B16.5/#600/RF/NPS 10
ASME B16.5/#600/RF/NPS 3/special
ASME B-16.5/#600/RF/NPS"/special
ASME B-16.5/#600/RF/NPS3"Slip-on
ASME B16.5/150/4"/RF
ASME B16.5/150/DN 3"/RF
ASME B16.5/150/FF/NPS 3"
ASME B16.5/150/FF/NPS 4"
ASME B16.5/150/FF/NPS10"/special
ASME B16.5/150/RF/NPS10/special
ASME B16.5/150/RF-NPS2"
ASME B-16.5/3"/#600/RF/MM/specia
ASME B16.5/300/FF/NPS 3/special
ASME B16.5/300/FF/NPS 8
ASME B16.5/300/RF/4" special
ASME B16.5/600/RF/NPS 3/special
ASME B16.5/CLASS 150/FF/NPS 3"
ASME B16.5/class 150/FF/NPS3
ASME B16.5/CLASSE 150/FF/NPS 8"
ASME NPS 4"/B16.5/150/FF
ASMEB16.5/CLASS150/FF/NPS3 spe*
ASSEMBLE W. MOBILUX EP-2 GREASE
assembled
Assembled w.o-ring
Assembly Back-to-back
ASTM F104-F712120E22-M5
AT-90
ATLANTIS IV/pos. 10
atmosphere side/special
A-UM100
A-UM40
AWG:22
axle f. wheel R 62 NTT
AZA7036TSSCV01
B
B  10h8 X 90
B (PIN)
B 12*6*25
B 25H8*136
B 36x20x50mm
B 5x3x12
B UM20
B/16x7x20
B=1080mm/K=1047mm
B=42 C=12 D=45
B=48;C=14;D=51.5
B=60 C=18 D=64
B=60/C=18/D=64
B=65/C=18/D=69
B=75 C=20 D=79,5
B=828mm/K=790mm
B=850mm/K=812mm
B=865mm/K=827mm
B1=0/B2=0/C1=0/C2=0/D1=0/D2=0
B1=80/E1=100/f.mec.seal M3-S5/20
b1=95/1=115/S2=9/for M3-S5/20
B1=95/E1=115
B16.1/125PSI/2"/FF/special
B16.42/150/FF/DN100/R1/2" BSP
B16.5(SOW)/150LBS/DN4/RF/special
B16.5(SOW)/300LBS/DN6/RF/special
B16.5/#150/FF/NPS 4 SLIP-ON
B16.5/150/6/FF/3 drains
B16.5/150LBS/6"/RF/special
B16.5/150PSI/3"/FF/3D
B16.5/150PSI/6"/FF
B16.5/150PSI/8"/FF
B16.5/300LBS/DN6/RF/special
B16.5/300PSI/NPS6/RF/special
B16x7x20
B-31307510
B-31602611[SHEET 2]
B-31610513[SHEET 3]
B-31631100
B-31647803 [SHEET 3]
B-31660902 [PG.2-3]
B-31661002 [PG.2-3]
B-31661102 [PG.2-3]
B-31661202 [PG.2-3]
B-31661702 [SHEET 3]
B-31682702[SHEET 3] PIGGYBACK
B-31683400 [PG.2]
B-31693500
B-3169401 [SHEET 3]
B-31695103 [SHEET 3]
B-31696007 [SHEET 4]
B-31696302 [PG.2]
B-31696603 [SHEET 3] PIGGYBACK
B-31697503 [SHEET 3]
B-31701200 [SHEET 3]
B-31707300 [SHEET 3] PIGGYBACK
B-31711404 [SHEET 2]
B-31714200 [SHEET 1]
B-31715700 [SHEET 3] PIGGYBACK
B-31717800 & B-31717804[SHEET 3]
B-31719100 [SHEET 3] PIGGYBACK
B-31725700 [SHEET 3] PIGGYBACK
B-31725700[SHEET 3] PIGGYBACK
B-31725901 [SHEET 3]
B-31725901 [SHEET 4]
B-31726000 [SHEET 2]
B-31727903
B-31728603 [SHEET 3] PIGGYBACK
B-31731200 [SHEET 4]
B-31732100[SHEET 3]
B-31732200 [SHEET 3]
B-3173390 [SHEET 3]
B-3173400 [SHEET 3]
B-3173410[SHEET 3]
B-31735200 [SHEET 3]
B-31736701[SHEET 2]
B-31737402[SHEET 2]
B-31737503[SHEET 2]
B-31738300[SHEET 3] PIGGYBACK
B-31739900 [SHEET 3]
B-31741400[SHEET 3] PIGGYBACK
B-31742701(Sht 2 of 2)
B-31745802
B-31745901(Sht 2 of 2)
B-31747900
B-31748000
B-31748100
B-31748400
B-31748500
B-31749300
B-31749700
B-31751900(Sht 2 of 2)
B-31752701 [SHEET 3]
B-31753400(Sht 2 of 2)
B-31753900 [SHEET 2]
B-31754200 [SHEET 3]
B-31757000[SHEET 2]
B-31787701 [SHEET 3]
B-31842500 [sheet 2 of 3]
B-31852200 [SHEET 3]
B-31856600 [sheet 2 of 3]
B-41002200 [SHEET 3]
B424B 0-100 PSI
B5
B5H8*26
back cover/mini execution
back cover/w. 12 hole/Ø23
back to back
BALDOR #6309 C3 OPEN
BALDOR 2HP MTR 230/460V 1800RPM
BALDOR 3HP MTR 230/460V 1800RPM
BALDOR BEARING 6311 C3
BARE SHAFT
bareshaft
BASE ULTRA DEEP CMP
BASE YELLOW COMPOSITE
BASECOAT
BEARING 30213 C=114,0
BEARING 6007 VV/2NKE/LL C3 W33
BEARING 6206 2Z EMQ
BEARING 6214 2Z C 62,0
BEARING 6301 2Z
BEARING 6304 2Z III
BEARING 6306 2Z C3 EMQ
BEARING 6306 2Z III
BEARING 6309 2Z C3 EMQ
bearing housing 7 and 8
bearing housing:11/mod.LN:VLN164
BEARING NJ 206 E C 45,0
bearing quantity: 6
bearing side - mounted
BEARING, 6008 C 16.6
BEARING, 62032RS JEM SKF
BEARING, 6203ZZ DRIVE END
BEARING, 6203ZZJEM SKF
BEARING, 6204 2Z EMQ
BEARING, 62052RS JEM SKF
BEARING, 6206 2Z C 19.3
BEARING, 6209 2Z C 31.0
bearing: 1
BEARINGS 6306 2Z C3 EMQ
bended beam type "C" profile
bent beam "hat" profile
between stator and pump hous.
bipartite
Bipartite D-11 445/7T
Bipartite D-3 182/4T
bipartite D-5/see inter. comment
bipartite D-6/see inter. comment
bipartite/E-148
Bipartite/Model ACL: ROTEX 42
Bipartite/Model ACL: Rotex 90
Bipartite/Model ACL:TSKS-0135
bipartite/see int. comm.
bipartite/see inter. comment
bitol:1/2"/lenght:2" - 13UNC
BKR13 R.1/2" BSP
BLACK
Blend Tank
blind flange 8"-hole ANSI B16.5
BM10x12CI
BM12x12CI
B-MAC2011331212
BOHRUNG D1=1.625"
BOHRUNG D1=15.87
BOHRUNG D1=19
Bohrung d1=19,05
BOHRUNG D1=19.05
bohrung D1=25,4/L3=61
BOHRUNG D1=25.40
BOHRUNG D1=30
Bohrung D1=31,75/L3=81
BOHRUNG D1=31.75
BOHRUNG D1=34
BOHRUNG D1=35
BOHRUNG D1=40
BOHRUNG D1=41.27
BOHRUNG D1=45
BOHRUNG D1=47.625
BOHRUNG D1=50
BOHRUNG D1=50 SPECIAL
BOHRUNG D1=55
BOHRUNG D1=55 SPECIAL
BOHRUNG D1=60
BOHRUNG D1=60 SPECIAL
BOHRUNG D1=63.5
BOHRUNG D1=65
BOLT
BOLT/AMER
BOLT/AMERICAN
BOLT/AMERICAN (K)
bonded
bonded/f.clamp flanges
bonded/WN0102
box dimensions=2,30x1,10x0,60m
Brass Pipe 1/2NPT male both Ends
Brass Pipe 1/4NPT male both Ends
Brass Tee, 1/2 NPT Female
Brass Union, 1/2 NPT Female
BRASS,MALE-1/2" X FEMALE-1/4"NPT
BRASS,MALE-1/2" X MALE-1/2" NPT
BRASS,MALE-1/4" X MALE-1/4" NPT
bronze bushing insert
bronze bushing insert 6351 T6
BSB 1.1/4"/ MF/ 3 drains
BSP 1/2"
BTB
BTB/TANDEM
BTB/tandem/new execution
BTB-TAND MG1/M7N NPT
BURST INDICATOR SIZE 2" (DN50)
C 60° U-size
C 80° U-size
C.S. 1.187ID
C/FLUSHING-1/8"NPT
C/LAV
C/LAV NPT
C/LAV-NPT
C=2mm A=92mm B=53mm
C=44,45MM/A=240,00/B=145,00
C-140 DIN 42677
C-140/acc. drawing 4904185
C6316-C3
Cabinet mount
CAO 20
CAOV-20
CAP FOR 1-1/4" SCHED 40 PIPE
capacity f.3 packing 16mm
CAPSA - 2017
CARBOLINE - CARBOGUARD 60
CARBOLINE - CARBOGUARD 8922
CARBOLINE - CARBOTHANE 134HG
CARBOLINE CARBOGUARD 893 SG GRAY
CARBOLINE KIT
cast 510120 / 20
CAST NUMBER MOL 0281
CASTER MOUNTING FOR NM090BY
casting/standard seal/1/8"BSP
C-DIN motor-reducer
Centrifuge Feed
CFE ANSI B16.1/150LBS/2"/FF
CFE ANSI B16.5 150PSI 10" FF
change stem from 1.1/2 to 1.1/4"
CHESTERTON 440
CIP 2.5"TC; 2.b.1 discharge only
CJ 100/110 - 92A WHITE
CJ 100/110 110MM X 28MM KEY
CJ 100/110 85MM X 22MM KEY
CJ 24 - 15/16" BORE X 1/4" KEY
CJ 24 - 92A WHT
CJ 24 - 98A RED
CJ 24 - BLANK BORE
CJ 24/32 - 16MM BORE X 5MM KEY
CJ 24/32 .9375 BORE X
CJ 24/32 14MM BORE X 5MM KEYWAY
CJ 24/32 20MM BORE X 6MM KEYWAY
CJ 28 - 16MM BORE X 5MM KEYWAY
CJ 28 - 20MM BORE X 6MM KEYWAY
CJ 28 - 22MM BORE X 6MM KEYWAY
CJ 28 - 25MM BORE X 8MM KEYWAY
CJ 28 - 98A RED
CJ 28/38 - 92A
CJ 38 - 18MM BORE X 6MM KEY
CJ 38 - 98A RED
CJ 38/45 - 1 BORE X 1/4 KEY
CJ 38/45 - 1-1/4 BORE X 1/4 KEY
CJ 38/45 - 1-3/8BORE X 5//16 KEY
CJ 38/45 - 14MM BORE X 5MM KEY
CJ 38/45 - 16MM BORE X 5MM KEY
CJ 38/45 - 1-7/16 BORE X 3/8 KEY
CJ 38/45 - 19MM BORE X 6MM KEY
CJ 38/45 - 20MM BORE X 6MM KEY
CJ 38/45 - 22MM BORE X 6MM KEY
CJ 38/45 - 25MM BORE X 8MM KEY
CJ 38/45 - 32MM BORE X 10MM KEY
CJ 38/45 - 35MM BORE X 10MM KEY
CJ 38/45 - 40MM BORE X 12MM KEY
CJ 38/45 - 45MM BORE X 14MM KEY
CJ 38/45 - 92A
CJ 38/45 - BLANK BORE
CJ 42 - 32MM BORE X 10MM KEY
CJ 42 - 35MM BORE X 10MM KEY
CJ 42 - 40MM BORE X 12MM KEY
CJ 42/55 - 1-3/8BORE X 5//16 KEY
CJ 42/55 - 22MM BORE X 6MM KEY
CJ 42/55 - 30MM BORE X 8MM KEY
CJ 42/55 - 35MM BORE X 10MM KEY
CJ 42/55 - 38MM BORE X 10MM KEY
CJ 42/55 - 45MM BORE X 14MM KEY
CJ 42/55 - 48MM BORE X 14MM KEY
CJ 42/55 - 92A
CJ 42/55 - 98A
CJ 42/55 - BLANK BORE
CJ 48 - 48MM BORE X 14MM KEY
CJ 48/60 - 1.875 BORE X 1/2 KEY
CJ 48/60 - 30MM BORE X 8MM KEY
CJ 48/60 - 38MM ORE X 10MM KEY
CJ 48/60 - 40MM BORE X 12MM KEY
CJ 48/60 - 45MM BORE X 14MM KEY
CJ 48/60 - 50MM BORE X 14MM KEY
CJ 55 - 55MM BORE X 16MM KEY
CJ 55/70 - 2-1/8 BORE X 1/2 KEY
CJ 55/70 - 40MM BORE X 12MM KEY
CJ 55/70 - 48MM BORE X 14MM KEY
CJ 55/70 - 50MM BORE X 14MM KEY
CJ 55/70 - 60MM BORE X 18MM KEY
CJ 55/70 - 92A
CJ 55/70 - 98A
CJ 55/70 - BLANK BORE
CJ 65 - 48MM BORE X 14MM KEY
CJ 65  55MM BORE X 16MM KEY
CJ 65/75 - 35MM BORE X 10MM KEY
CJ 65/75 - 38MM BORE X 10MM KEY
CJ 65/75 - 40MM BORE X 12MM KEY
CJ 65/75 - 50MM BORE X 14MM KEY
CJ 65/75 - 60MM BORE X 18MM KEY
CJ 65/75 - 65MM BORE X 18MM KEY
CJ 65/75 - 92A
CJ 65/75 - BLANK BORE
CJ 75/90 - 1.875" BORE X .5" KEY
CJ 75/90 - 2.875"BORE X .75" KEY
CJ 75/90 - 28MM BORE X 8MM KEY
CJ 75/90 - 38MM BORE X 10MM KEY
CJ 75/90 - 50MM BORE X 14MM KEY
CJ 75/90 - 55MM BORE X 16MM KEY
CJ 75/90 - 60MM BORE X 18MM KEY
CJ 75/90 - 65MM BORE X 18MM KEY
CJ 75/90 - 70MM BORE X 20MM KEY
CJ 75/90 - 75MM BORE X 20MM KEY
CJ 75/90 - 92A
CJ 75/90 - 98A
CJ 75/90 - BLANK BORE
CJ 90 - 64-PUR
CJ 90 - 92A WHT
CJ 90 - 98A RED
CJ 90 55MM BORE X 16MM KEYWAY
CJ 90 75MM BORE X 20MM KEYWAY
CJ 90 90MM BORE X 25MM KEYWAY
CJ48/60 - 1.4375" X 0.375" KEY
CJ48/60 - 2.125" BORE X .5" KEY
CJ65/75 - 2-1/8" BORE X 1/2" KEY
CJ65/75 - 2-7/8" BORE X 3/4" KEY
CJ90/100 60MM BORE X 18MM KEYWAY
CJ90/100 BLANK BORE
CJW038- 1-1/8" BORE X 1/4" KEY
CJW038- 16MM BORE X 5MM KEY
CJW038- 25MM BORE X 8MM KEY
CJW038- 28MM BORE X 8MM KEY
CJW038- 30MM BORE X 8MM KEY
CJW038- 32MM BORE X 10MM KEY
CJW038- 35MM BORE X 10MM KEY
